one_ledger1_identity	caller_zero_identity	caller_physical_identity	caller_source_root	caller_source_path	caller_source_sha256	caller_definition_line	caller_symbol	caller_linkage	call_source_line	callee_spelling	call_form	zero_binding	zero_definition_candidates	next_action	boundary
"MVDM-HOST-ONE1-006492"	"MVDM-HOST-ZERO1-003024"	"O:\repos.external\OpenNT\base\mvdm|wow32/wole2.c|85fab0277735cff414d0f339557f110bf1501cbbe0f933dcf95232d9a61fd5e9|301|GetHtaskAliasProcessName"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wole2.c"	"85fab0277735cff414d0f339557f110bf1501cbbe0f933dcf95232d9a61fd5e9"	"301"	"GetHtaskAliasProcessName"	"externally-linkable"	"352"	"strcpy"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006493"	"MVDM-HOST-ZERO1-003024"	"O:\repos.external\OpenNT\base\mvdm|wow32/wole2.c|85fab0277735cff414d0f339557f110bf1501cbbe0f933dcf95232d9a61fd5e9|301|GetHtaskAliasProcessName"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wole2.c"	"85fab0277735cff414d0f339557f110bf1501cbbe0f933dcf95232d9a61fd5e9"	"301"	"GetHtaskAliasProcessName"	"externally-linkable"	"354"	"RtlFreeAnsiString"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006494"	"MVDM-HOST-ZERO1-003024"	"O:\repos.external\OpenNT\base\mvdm|wow32/wole2.c|85fab0277735cff414d0f339557f110bf1501cbbe0f933dcf95232d9a61fd5e9|301|GetHtaskAliasProcessName"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wole2.c"	"85fab0277735cff414d0f339557f110bf1501cbbe0f933dcf95232d9a61fd5e9"	"301"	"GetHtaskAliasProcessName"	"externally-linkable"	"356"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006495"	"MVDM-HOST-ZERO1-003025"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|183|W32DllInitialize"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"183"	"W32DllInitialize"	"externally-linkable"	"221"	"HeapCreate"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006496"	"MVDM-HOST-ZERO1-003025"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|183|W32DllInitialize"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"183"	"W32DllInitialize"	"externally-linkable"	"239"	"InitializeCriticalSection"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006497"	"MVDM-HOST-ZERO1-003025"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|183|W32DllInitialize"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"183"	"W32DllInitialize"	"externally-linkable"	"246"	"MessageBox"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006498"	"MVDM-HOST-ZERO1-003025"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|183|W32DllInitialize"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"183"	"W32DllInitialize"	"externally-linkable"	"254"	"GdiQueryTable"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006499"	"MVDM-HOST-ZERO1-003025"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|183|W32DllInitialize"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"183"	"W32DllInitialize"	"externally-linkable"	"258"	"InitializeListHead"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006500"	"MVDM-HOST-ZERO1-003025"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|183|W32DllInitialize"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"183"	"W32DllInitialize"	"externally-linkable"	"272"	"RegisterWowBaseHandlers"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006501"	"MVDM-HOST-ZERO1-003025"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|183|W32DllInitialize"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"183"	"W32DllInitialize"	"externally-linkable"	"274"	"HeapDestroy"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006502"	"MVDM-HOST-ZERO1-003026"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|286|LoadCriticalStringResources"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"286"	"LoadCriticalStringResources"	"externally-linkable"	"333"	"LoadString"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006503"	"MVDM-HOST-ZERO1-003027"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|358|W32EWExecer"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"358"	"W32EWExecer"	"externally-linkable"	"367"	"CreateEvent"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006504"	"MVDM-HOST-ZERO1-003027"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|358|W32EWExecer"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"358"	"W32EWExecer"	"externally-linkable"	"368"	"GetLastError"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006505"	"MVDM-HOST-ZERO1-003027"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|358|W32EWExecer"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"358"	"W32EWExecer"	"externally-linkable"	"372"	"RtlZeroMemory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006506"	"MVDM-HOST-ZERO1-003027"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|358|W32EWExecer"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"358"	"W32EWExecer"	"externally-linkable"	"377"	"CreateProcess"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006507"	"MVDM-HOST-ZERO1-003027"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|358|W32EWExecer"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"358"	"W32EWExecer"	"externally-linkable"	"391"	"WaitForSingleObject"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006508"	"MVDM-HOST-ZERO1-003027"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|358|W32EWExecer"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"358"	"W32EWExecer"	"externally-linkable"	"392"	"CloseHandle"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006509"	"MVDM-HOST-ZERO1-003027"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|358|W32EWExecer"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"358"	"W32EWExecer"	"externally-linkable"	"393"	"CloseHandle"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006510"	"MVDM-HOST-ZERO1-003027"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|358|W32EWExecer"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"358"	"W32EWExecer"	"externally-linkable"	"396"	"SetEvent"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006511"	"MVDM-HOST-ZERO1-003027"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|358|W32EWExecer"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"358"	"W32EWExecer"	"externally-linkable"	"399"	"WaitForSingleObject"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006512"	"MVDM-HOST-ZERO1-003027"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|358|W32EWExecer"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"358"	"W32EWExecer"	"externally-linkable"	"402"	"CloseHandle"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006513"	"MVDM-HOST-ZERO1-003028"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|415|W32EWExecData"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"415"	"W32EWExecData"	"externally-linkable"	"423"	"WriteProfileString"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006514"	"MVDM-HOST-ZERO1-003028"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|415|W32EWExecData"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"415"	"W32EWExecData"	"externally-linkable"	"429"	"WriteProfileString"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006515"	"MVDM-HOST-ZERO1-003028"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|415|W32EWExecData"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"415"	"W32EWExecData"	"externally-linkable"	"434"	"GetProfileString"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006516"	"MVDM-HOST-ZERO1-003028"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|415|W32EWExecData"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"415"	"W32EWExecData"	"externally-linkable"	"437"	"strcpy"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006517"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"486"	"Sim32GetVDMPointer"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006518"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"493"	"ShowStartGlass"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006519"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"503"	"GetSystemDirectory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006520"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"504"	"GetShortPathName"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006521"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"505"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006522"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"507"	"RtlCopyMemory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006523"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"509"	"GetWindowsDirectory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006524"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"510"	"GetShortPathName"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006525"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"511"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006526"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"513"	"RtlCopyMemory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006527"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"516"	"RtlCopyMemory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006528"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"518"	"RtlCopyMemory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006529"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"545"	"UserRegisterWowHandlers"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006530"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"547"	"RegisterWowBaseHandlers"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-006531"	"MVDM-HOST-ZERO1-003029"	"O:\repos.external\OpenNT\base\mvdm|wow32/wow32.c|1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a|460|W32Init"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"460"	"W32Init"	"externally-linkable"	"566"	"RtlZeroMemory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
