zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1396"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1396"	"AppendString"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1402"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1402"	"ExtraString"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1414"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1414"	"unassemble_one"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1497"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1497"	"safe_read_byte"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1518"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1518"	"safe_read_short"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1538"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1538"	"safe_read_long"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1559"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1559"	"Dreg1B"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1568"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1568"	"Dreg1W"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1580"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1580"	"Dreg2B"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1589"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1589"	"Dreg2W"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1601"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1601"	"DmodrmB"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1658"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1658"	"DmodrmW"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1728"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1728"	"DisplayAddress"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1837"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1837"	"DALreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1844"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1844"	"DAHreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1851"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1851"	"DBLreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1858"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1858"	"DBHreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1865"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1865"	"DCLreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1872"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1872"	"DCHreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1879"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1879"	"DDLreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1886"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1886"	"DDHreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1893"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1893"	"DAXreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1903"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1903"	"DBXreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1913"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1913"	"DCXreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1923"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1923"	"DDXreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1933"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1933"	"DBPreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1943"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1943"	"DSPreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1953"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1953"	"DSIreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1963"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1963"	"DDIreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1973"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1973"	"DCSreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1980"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1980"	"DDSreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1987"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1987"	"DSSreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1994"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1994"	"DESreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2001"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2001"	"DFSreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2008"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2008"	"DGSreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2015"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2015"	"DImmB"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2023"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2023"	"DImmBEnter"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2031"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2031"	"DImmBS"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2041"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2041"	"DImmW"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2058"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2058"	"DImmW1"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2066"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2066"	"DjmpB"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2075"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2075"	"DjmpW"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2084"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2084"	"DregSeg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2094"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2094"	"DmemB"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2144"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2144"	"DmemB1"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2151"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2151"	"DmemW"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2219"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2219"	"DmemD"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2263"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2263"	"DindirmodrmW"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2275"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2275"	"DindirFARmodrmW"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2287"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2287"	"DeeeControl"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2296"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2296"	"DeeeDebug"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2305"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2305"	"DeeeTest"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2315"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2315"	"checkprefixes"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2366"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2366"	"AppendPrefixes"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|dbg/dbg.c|5a3a207eff1570908e270c737d12fb40fe66097895063136d17fe6b971494b90|138"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"dbg/dbg.c"	"5a3a207eff1570908e270c737d12fb40fe66097895063136d17fe6b971494b90"	"138"	"DBGInit"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|dbg/dbg.c|5a3a207eff1570908e270c737d12fb40fe66097895063136d17fe6b971494b90|161"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"dbg/dbg.c"	"5a3a207eff1570908e270c737d12fb40fe66097895063136d17fe6b971494b90"	"161"	"SendVDMEvent"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|dbg/dbg.c|5a3a207eff1570908e270c737d12fb40fe66097895063136d17fe6b971494b90|195"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"dbg/dbg.c"	"5a3a207eff1570908e270c737d12fb40fe66097895063136d17fe6b971494b90"	"195"	"GetNormalContext"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef i386 | #else | #endif"	"structurally-valid-conditional-context-recorded"	""
"O:\repos.external\OpenNT\base\mvdm|dbg/dbg.c|5a3a207eff1570908e270c737d12fb40fe66097895063136d17fe6b971494b90|287"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"dbg/dbg.c"	"5a3a207eff1570908e270c737d12fb40fe66097895063136d17fe6b971494b90"	"287"	"SegmentLoad"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef i386 | #endif"	"structurally-valid-conditional-context-recorded"	""
