zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|649"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"649"	"WM32LBControl"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|664"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"664"	"WM32LBGetText"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|771"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"771"	"WM32LBGetTextLen"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|805"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"805"	"WM32LBDir"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|837"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"837"	"WM32LBGetSelItems"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|865"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"865"	"WM32LBSetTabStops"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|888"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"888"	"WM32LBGetItemRect"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|916"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"916"	"WM32LBAddString"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|978"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"978"	"WM32SBMControl"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|991"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"991"	"WM32SBMGetRange"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|1021"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"1021"	"WM32SBMSetRange"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|1047"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"1047"	"WM32LBSetSel"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|1067"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"1067"	"WM32STMControl"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcntl32.c|36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59|1103"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcntl32.c"	"36c8cb9a46f13998d0459bc4869dc6dd4191423c0429a7335ebd26f68c804b59"	"1103"	"WM32MNFindMenuWindow"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|389"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"389"	"WM32msgFILEOK"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|445"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"445"	"WM32msgWOWDIRCHANGE"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|461"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"461"	"WM32msgWOWLFCHANGE"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|485"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"485"	"WM32msgSHAREVIOLATION"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|514"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"514"	"WM32msgCHOOSEFONTGETLOGFONT"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|548"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"548"	"WCD32DialogProc"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|580"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"580"	"WCD32PrintSetupDialogProc"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|628"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"628"	"WCD32CommonDialogProc"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|847"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"847"	"WCD32ChooseColor"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|987"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"987"	"WCD32ChooseFont"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1143"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1143"	"WCD32GetOpenFileName"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1165"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1165"	"WCD32GetSaveFileName"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1187"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1187"	"WCD32FindText"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1209"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1209"	"WCD32ReplaceText"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1523"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1523"	"WCD32ExtendedError"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1551"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1551"	"WCD32GetFileName"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1721"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1721"	"ThunkOpenFileName16to32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1769"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1769"	"ThunkhDevMode32to16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1851"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1851"	"ThunkhDevMode16to32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1975"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1975"	"ThunkOpenFileName32to16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2059"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2059"	"GetTemplate16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2142"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2142"	"GetCommdlgTd"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2196"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2196"	"ThunkFindReplace16to32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2241"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2241"	"WCD32FindReplaceText"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2379"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2379"	"WCD32FindReplaceDialogProc"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2460"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2460"	"WCD32UpdateFindReplaceTextAndFlags"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wctlm32.c|e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca|118"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wctlm32.c"	"e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca"	"118"	"ThunkEMMsg32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcurcash.c|ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61|23"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"23"	"W32CheckWOWCashforIconCursors"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcurcash.c|ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61|56"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"56"	"W32FindCursorIcon"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcurcash.c|ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61|85"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"85"	"W32AddCursorIconCash"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcurcash.c|ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61|127"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"127"	"W32DeleteCursorIconCash"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcurcash.c|ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61|162"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"162"	"W32DeleteCursorIconCashForTask"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|40"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"40"	"W32CreateCursorIcon32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|118"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"118"	"W32Create16BitCursorIcon"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|173"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"173"	"GetCursorIconAlias32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|253"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"253"	"GetCursorIconAlias16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|300"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"300"	"AllocCursorIconAlias"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|352"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"352"	"FindCursorIconAlias"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|394"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"394"	"DeleteCursorIconAlias"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|447"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"447"	"FreeCursorIconAlias"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
